time,low,high,open,close,volume
2020-01-06 02:00:00,7412.88,7562.82,7416.09,7547.86,1613.97002765
2020-01-06 03:00:00,7478.33,7580.0,7547.86,7540.16,747.88959823
2020-01-06 04:00:00,7516.07,7550.0,7538.99,7527.87,271.92848341
2020-01-06 05:00:00,7498.6,7535.0,7527.84,7528.7,262.68979758
2020-01-06 06:00:00,7507.37,7528.79,7528.76,7509.77,205.15390587
2020-01-06 07:00:00,7503.56,7520.9,7510.83,7503.56,92.61033341
2020-01-06 08:00:00,7503.55,7545.0,7503.56,7542.19,125.44044887
2020-01-06 09:00:00,7506.8,7545.0,7543.42,7541.44,124.25538914
2020-01-06 10:00:00,7528.89,7567.5,7543.25,7553.33,163.62897147
2020-01-06 11:00:00,7520.04,7572.2,7553.33,7536.29,143.17708775
2020-01-06 12:00:00,7529.86,7558.01,7536.29,7554.33,157.59568672
2020-01-06 13:00:00,7484.65,7615.68,7554.34,7522.17,746.75493958
2020-01-06 14:00:00,7499.99,7549.99,7522.19,7541.83,312.89738434
2020-01-06 15:00:00,7510.8,7546.11,7541.82,7516.84,594.51630522
2020-01-06 16:00:00,7505.89,7540.63,7515.91,7523.46,479.72944399
2020-01-06 17:00:00,7518.87,7554.86,7521.04,7552.76,555.84225949
2020-01-06 18:00:00,7523.15,7553.0,7552.77,7527.07,282.30112748
2020-01-06 19:00:00,7516.88,7544.42,7526.6,7536.6,355.0071989
2020-01-06 20:00:00,7531.94,7549.99,7536.6,7544.98,287.97223675
2020-01-06 21:00:00,7544.98,7606.8,7544.98,7576.79,784.67315291
2020-01-06 22:00:00,7575.65,7758.0,7576.79,7711.03,1659.0045615
2020-01-06 23:00:00,7700.06,7805.0,7716.54,7764.63,1247.06815019
2020-01-07 00:00:00,7764.63,8000.0,7764.63,7889.99,3572.35070256
2020-01-07 01:00:00,7865.62,7932.56,7890.0,7906.52,803.29005827
2020-01-07 02:00:00,7897.09,7940.23,7907.47,7899.74,494.46929008
2020-01-07 03:00:00,7889.2,7918.29,7899.9,7897.83,494.95659344
2020-01-07 04:00:00,7820.91,7906.0,7897.83,7844.51,602.58478473
2020-01-07 05:00:00,7838.53,7882.83,7844.51,7877.17,280.89147573
2020-01-07 06:00:00,7862.3,7879.07,7877.17,7874.41,117.01740073
2020-01-07 07:00:00,7860.83,7892.2,7873.5,7878.65,146.92213338
2020-01-07 08:00:00,7869.73,7900.0,7878.65,7880.52,112.3094976
2020-01-07 09:00:00,7856.74,7880.52,7880.52,7856.75,55.06607889
2020-01-07 10:00:00,7856.75,7885.78,7856.75,7885.78,78.33037816
2020-01-07 11:00:00,7882.06,7966.16,7885.78,7893.61,432.34565871
2020-01-07 12:00:00,7847.11,7913.21,7893.15,7871.09,430.32889302
2020-01-07 13:00:00,7812.15,7869.93,7869.92,7847.78,431.34115926
2020-01-07 14:00:00,7839.44,7883.89,7847.78,7850.0,679.40344792
2020-01-07 15:00:00,7743.5,7851.4,7850.0,7766.06,1064.77867963
2020-01-07 16:00:00,7723.0,7941.7,7766.06,7915.0,1242.66946252
2020-01-07 17:00:00,7875.93,7956.82,7915.01,7942.58,566.11201942
2020-01-07 18:00:00,7923.09,8134.82,7942.58,8046.05,2407.48444907
2020-01-07 19:00:00,8040.93,8119.7,8043.41,8081.67,947.16537499
2020-01-07 20:00:00,8051.24,8184.2,8081.66,8168.53,1119.54971187
2020-01-07 21:00:00,8007.29,8195.0,8168.53,8022.11,1606.67367143
2020-01-07 22:00:00,7965.01,8067.2,8022.1,8045.0,807.84561406
2020-01-07 23:00:00,8027.0,8216.0,8045.0,8158.52,1363.57100971
2020-01-08 00:00:00,8157.71,8469.39,8160.01,8447.12,4421.65422424
2020-01-08 01:00:00,8350.0,8467.83,8444.53,8377.06,1402.07806205
2020-01-08 02:00:00,8251.76,8432.75,8377.65,8282.26,1236.68367492
2020-01-08 03:00:00,8251.63,8339.95,8278.26,8303.0,812.32433011
2020-01-08 04:00:00,8282.82,8355.0,8302.99,8345.48,422.85803186
2020-01-08 05:00:00,8306.92,8377.56,8343.68,8335.09,432.46970524
2020-01-08 06:00:00,8320.0,8361.48,8334.47,8338.22,288.64159223
2020-01-08 07:00:00,8281.19,8342.95,8337.65,8300.13,247.49500556
2020-01-08 08:00:00,8268.1,8327.96,8299.01,8312.54,215.49739227
2020-01-08 09:00:00,8276.5,8318.38,8312.55,8295.45,153.42354722
2020-01-08 10:00:00,8288.19,8362.61,8297.91,8334.79,315.24070926
2020-01-08 11:00:00,8332.02,8374.88,8339.03,8334.8,199.07393618
2020-01-08 12:00:00,8276.16,8347.69,8337.41,8281.89,524.71664985
2020-01-08 13:00:00,8220.24,8416.2,8280.52,8384.48,1145.69103322
2020-01-08 14:00:00,8202.57,8384.49,8384.48,8307.33,1044.39648822
2020-01-08 15:00:00,8233.0,8357.69,8308.52,8301.04,692.27164594
2020-01-08 16:00:00,8060.0,8332.49,8302.17,8115.0,3050.34390896
2020-01-08 17:00:00,8008.88,8123.24,8115.0,8080.18,1516.4686706
2020-01-08 18:00:00,8030.0,8090.94,8076.79,8046.59,648.22955203
2020-01-08 19:00:00,7960.0,8060.87,8046.59,7961.19,1079.39201391
2020-01-08 20:00:00,7845.0,8050.0,7961.19,8043.55,2308.3180583
2020-01-08 21:00:00,7951.06,8041.75,8041.75,8001.0,782.38672231
2020-01-08 22:00:00,7975.8,8091.16,8003.92,8067.31,506.38416721
2020-01-08 23:00:00,8024.22,8112.93,8067.31,8045.51,481.63620826
2020-01-09 00:00:00,7927.27,8048.67,8047.75,7949.72,675.12034375
2020-01-09 01:00:00,7946.94,8029.34,7949.72,7993.0,261.44568365
2020-01-09 02:00:00,7974.63,8016.07,7995.0,7975.0,263.77629095
2020-01-09 03:00:00,7931.92,7986.55,7975.01,7948.25,444.17810823
2020-01-09 04:00:00,7927.29,7974.97,7948.26,7966.48,275.88164548
2020-01-09 05:00:00,7930.0,7966.49,7966.48,7939.85,196.6482802
2020-01-09 06:00:00,7902.24,7946.88,7939.85,7910.6,299.35246133
2020-01-09 07:00:00,7908.7,7966.99,7910.61,7946.77,177.86505998
2020-01-09 08:00:00,7917.29,7953.57,7946.02,7934.15,101.00584087
2020-01-09 09:00:00,7856.36,7934.15,7934.15,7869.41,437.88043203
2020-01-09 10:00:00,7856.31,7934.82,7869.41,7885.33,191.88383875
2020-01-09 11:00:00,7852.58,7897.4,7887.73,7873.05,174.40771147
2020-01-09 12:00:00,7865.03,7908.96,7873.05,7893.71,120.78243069
2020-01-09 13:00:00,7885.11,7943.2,7893.72,7890.0,376.20015725
2020-01-09 14:00:00,7871.2,7913.65,7889.99,7879.15,327.54990178
2020-01-09 15:00:00,7879.16,7925.0,7880.04,7899.51,336.07984304
2020-01-09 16:00:00,7803.28,7916.31,7899.5,7816.23,701.77145154
2020-01-09 17:00:00,7777.0,7842.69,7816.22,7790.97,549.72019915
2020-01-09 18:00:00,7782.57,7825.5,7790.97,7810.34,283.16712832
2020-01-09 19:00:00,7809.12,7950.0,7810.34,7916.51,666.94300806
2020-01-09 20:00:00,7800.0,7995.72,7915.65,7815.09,1278.98946158
2020-01-09 21:00:00,7744.48,7840.0,7809.15,7785.0,792.08760372
2020-01-09 22:00:00,7784.99,7870.03,7785.0,7804.99,321.04372489
2020-01-09 23:00:00,7784.64,7827.65,7804.99,7813.78,223.87923113
2020-01-10 00:00:00,7809.51,7845.69,7813.78,7814.61,254.86298511
2020-01-10 01:00:00,7780.84,7833.79,7815.36,7794.99,262.35093644
2020-01-10 02:00:00,7787.66,7816.76,7794.99,7791.74,218.50901278
2020-01-10 03:00:00,7763.96,7811.9,7791.65,7805.71,190.93189411
2020-01-10 04:00:00,7757.93,7806.78,7805.85,7786.01,244.69867285
2020-01-10 05:00:00,7721.12,7786.01,7786.01,7737.42,343.96016264
2020-01-10 06:00:00,7711.22,7766.56,7735.84,7733.4,440.91530552
2020-01-10 07:00:00,7711.01,7739.71,7733.39,7735.58,705.36732352
2020-01-10 08:00:00,7678.0,7735.58,7735.58,7698.01,517.01479744
2020-01-10 09:00:00,7687.75,7741.73,7700.6,7714.82,260.61469446
2020-01-10 10:00:00,7671.0,7771.02,7714.82,7763.57,523.22401501
2020-01-10 11:00:00,7762.94,7846.13,7763.57,7831.0,423.95403804
2020-01-10 12:00:00,7797.84,7887.72,7831.01,7885.53,304.31047197
2020-01-10 13:00:00,7857.97,7936.46,7885.32,7862.38,426.0826003
2020-01-10 14:00:00,7845.01,7977.35,7859.95,7973.24,985.24983729
2020-01-10 15:00:00,7947.0,8094.18,7971.71,8058.59,1328.73800409
2020-01-10 16:00:00,7930.95,8132.01,8058.88,7952.9,1306.55042887
2020-01-10 17:00:00,7912.15,7974.9,7950.88,7964.24,400.02953004
2020-01-10 18:00:00,7964.24,8109.73,7964.24,8023.42,1030.40994258
2020-01-10 19:00:00,7975.0,8130.0,8023.42,8065.5,883.42150497
2020-01-10 20:00:00,8041.08,8100.0,8065.51,8074.88,393.77543961
2020-01-10 21:00:00,8023.87,8133.67,8074.48,8046.47,793.7861111
2020-01-10 22:00:00,7985.0,8102.58,8046.48,8092.47,450.85200881
2020-01-10 23:00:00,8066.09,8199.77,8092.43,8198.09,730.08879483
2020-01-11 00:00:00,8133.44,8205.0,8198.09,8170.55,541.08686268
2020-01-11 01:00:00,8170.68,8262.78,8172.74,8206.02,694.80310249
2020-01-11 02:00:00,8159.07,8213.86,8206.02,8206.44,399.39033539
2020-01-11 03:00:00,8135.0,8206.44,8206.0,8159.83,349.85316272
2020-01-11 04:00:00,8103.36,8178.67,8158.61,8116.09,276.87005197
2020-01-11 05:00:00,8048.53,8116.09,8116.09,8086.54,497.11256845
2020-01-11 06:00:00,8063.1,8130.67,8086.54,8115.2,159.07904505
2020-01-11 07:00:00,8061.43,8145.61,8115.21,8074.79,111.12489181
2020-01-11 08:00:00,8038.0,8097.65,8073.13,8054.66,99.25310333
2020-01-11 09:00:00,8054.64,8122.0,8054.66,8109.53,78.91111363
2020-01-11 10:00:00,8045.67,8110.95,8110.95,8050.94,71.11516828
2020-01-11 11:00:00,8011.56,8071.09,8050.43,8037.0,232.01381284
2020-01-11 12:00:00,8017.12,8065.21,8037.0,8052.3,107.84580004
2020-01-11 13:00:00,8047.37,8098.22,8054.88,8085.41,124.42792651
2020-01-11 14:00:00,8050.0,8112.32,8085.41,8050.0,156.29897386
2020-01-11 15:00:00,8050.0,8095.33,8050.01,8092.61,235.62193157
2020-01-11 16:00:00,8061.56,8175.0,8092.6,8168.83,338.12166062
2020-01-11 17:00:00,8150.03,8225.09,8168.75,8155.75,497.61570184
2020-01-11 18:00:00,8123.69,8185.67,8155.75,8162.14,311.00068219
2020-01-11 19:00:00,8134.67,8174.17,8162.13,8150.02,168.9100754
2020-01-11 20:00:00,8141.93,8184.14,8148.4,8163.15,224.96784717
2020-01-11 21:00:00,8053.0,8290.0,8160.9,8101.99,825.52632812
2020-01-11 22:00:00,8023.59,8103.47,8101.99,8073.78,588.37999454
2020-01-11 23:00:00,8000.01,8077.85,8076.25,8020.0,468.03865219
2020-01-12 00:00:00,7963.25,8073.09,8017.47,8062.66,614.66012948
2020-01-12 01:00:00,8034.99,8087.5,8062.48,8063.76,123.95461716
2020-01-12 02:00:00,8050.0,8106.19,8062.95,8091.52,134.78670249
2020-01-12 03:00:00,8060.04,8106.7,8091.72,8088.19,80.28231206
2020-01-12 04:00:00,8062.94,8100.0,8088.19,8066.52,126.19607064
2020-01-12 05:00:00,8067.07,8102.91,8067.07,8101.53,75.63972863
2020-01-12 06:00:00,8081.62,8149.49,8101.53,8081.63,178.74605682
2020-01-12 07:00:00,8078.79,8104.21,8081.63,8092.94,74.82971527
2020-01-12 08:00:00,8082.06,8140.0,8092.82,8134.03,84.99471714
2020-01-12 09:00:00,8117.84,8154.0,8134.03,8128.0,124.73238324
2020-01-12 10:00:00,8092.9,8135.25,8127.99,8118.53,53.45997408
2020-01-12 11:00:00,8101.03,8125.9,8118.53,8103.9,32.63908376
2020-01-12 12:00:00,8103.9,8148.31,8103.9,8131.01,120.64757664
2020-01-12 13:00:00,8117.37,8164.71,8131.01,8162.86,134.7855538
2020-01-12 14:00:00,8121.32,8178.18,8160.01,8132.4,179.39419855
2020-01-12 15:00:00,8130.27,8161.0,8130.27,8146.13,103.49760464
2020-01-12 16:00:00,8094.64,8166.81,8146.13,8096.96,226.80839324
2020-01-12 17:00:00,8070.38,8185.0,8096.96,8092.81,371.20414057
2020-01-12 18:00:00,8078.1,8124.81,8093.36,8115.54,115.97139007
2020-01-12 19:00:00,8115.53,8157.82,8115.53,8125.22,258.84831856
2020-01-12 20:00:00,8125.22,8147.11,8125.22,8139.79,133.53453531
2020-01-12 21:00:00,8097.0,8143.98,8139.78,8103.15,144.62939869
2020-01-12 22:00:00,8098.34,8160.1,8100.8,8152.96,161.6676065
2020-01-12 23:00:00,8135.86,8180.81,8152.96,8180.81,264.82989104
2020-01-13 00:00:00,8137.56,8195.81,8180.81,8145.07,323.65829474
2020-01-13 01:00:00,8132.28,8157.22,8145.07,8146.16,324.17805835
2020-01-13 02:00:00,8106.43,8152.01,8146.17,8109.42,182.84997227
2020-01-13 03:00:00,8085.29,8117.18,8109.42,8101.56,231.249248
2020-01-13 04:00:00,8084.94,8113.06,8101.54,8108.78,155.75493601
2020-01-13 05:00:00,8074.98,8108.55,8108.55,8082.69,175.80113758
2020-01-13 06:00:00,8041.95,8104.68,8082.69,8047.24,427.90729987
2020-01-13 07:00:00,8047.23,8074.72,8047.23,8063.74,330.79914441
2020-01-13 08:00:00,8057.3,8113.19,8063.74,8113.19,282.61280692
2020-01-13 09:00:00,8072.54,8118.15,8118.14,8096.14,163.84686602
2020-01-13 10:00:00,8083.22,8113.68,8096.14,8106.52,200.90949333
2020-01-13 11:00:00,8069.63,8118.15,8108.03,8070.0,141.2322751
2020-01-13 12:00:00,8045.07,8085.41,8066.86,8080.69,266.3401573
2020-01-13 13:00:00,8071.0,8098.71,8080.69,8073.89,130.70620971
2020-01-13 14:00:00,8061.0,8087.47,8073.97,8082.2,201.85751
2020-01-13 15:00:00,8063.01,8090.32,8082.2,8074.83,210.2298151
2020-01-13 16:00:00,8061.98,8099.0,8074.82,8099.0,452.04022501
2020-01-13 17:00:00,8083.56,8127.19,8099.0,8088.96,575.36434454
2020-01-13 18:00:00,8081.56,8097.5,8088.97,8095.34,239.63868516
2020-01-13 19:00:00,8095.33,8119.95,8095.34,8108.48,280.61656875
2020-01-13 20:00:00,8102.63,8155.0,8107.98,8153.94,569.72670131
2020-01-13 21:00:00,8112.53,8157.95,8153.94,8130.0,277.08828566
2020-01-13 22:00:00,8113.0,8134.99,8129.95,8118.43,311.76140296
2020-01-13 23:00:00,8101.0,8138.62,8118.42,8104.5,221.85896505
2020-01-14 00:00:00,8105.23,8319.14,8105.6,8271.23,1266.8436022
2020-01-14 01:00:00,8271.23,8483.43,8271.23,8438.77,2504.47013734
2020-01-14 02:00:00,8377.12,8437.73,8437.73,8432.57,1043.82530832
2020-01-14 03:00:00,8378.04,8475.45,8432.56,8465.15,973.58565447
2020-01-14 04:00:00,8465.14,8590.38,8465.14,8521.25,2606.86487487
2020-01-14 05:00:00,8462.0,8540.0,8521.26,8483.18,694.561045
2020-01-14 06:00:00,8464.0,8518.0,8481.3,8508.42,410.46873743
2020-01-14 07:00:00,8491.84,8542.99,8507.78,8505.73,449.80485141
2020-01-14 08:00:00,8496.0,8529.94,8500.35,8505.0,314.81171215
2020-01-14 09:00:00,8480.0,8560.64,8505.01,8491.79,378.98606393
2020-01-14 10:00:00,8458.21,8519.8,8492.22,8515.01,732.57302807
2020-01-14 11:00:00,8493.86,8527.84,8515.02,8524.12,297.32600781
2020-01-14 12:00:00,8467.5,8610.35,8522.81,8491.39,1143.73743288
2020-01-14 13:00:00,8491.39,8589.0,8491.39,8588.68,615.32015878
2020-01-14 14:00:00,8561.64,8750.0,8588.31,8691.73,2095.62646853
2020-01-14 15:00:00,8636.14,8778.01,8691.74,8686.01,1591.16556112
2020-01-14 16:00:00,8515.75,8699.08,8686.0,8683.78,2476.55376015
2020-01-14 17:00:00,8683.82,8822.0,8683.82,8784.03,2263.49332959
2020-01-14 18:00:00,8678.77,8859.17,8785.58,8782.55,1580.92244555
2020-01-14 19:00:00,8699.37,8783.31,8780.12,8780.0,547.79296579
2020-01-14 20:00:00,8684.0,8779.99,8779.99,8691.71,818.10111221
2020-01-14 21:00:00,8671.01,8760.02,8692.7,8737.22,514.27124857
2020-01-14 22:00:00,8729.59,8785.94,8737.21,8744.12,395.95959869
2020-01-14 23:00:00,8727.86,8893.69,8743.99,8815.69,1358.74311584
2020-01-15 00:00:00,8708.86,8900.0,8812.58,8775.01,2063.88000547
2020-01-15 01:00:00,8714.01,8800.0,8774.23,8766.86,940.3127696
2020-01-15 02:00:00,8757.99,8821.0,8768.15,8805.17,435.4137999
2020-01-15 03:00:00,8720.0,8806.68,8805.16,8720.01,450.11093257
2020-01-15 04:00:00,8565.46,8727.52,8720.0,8583.65,1613.17987509
2020-01-15 05:00:00,8550.0,8649.99,8583.3,8604.36,405.33653845
2020-01-15 06:00:00,8592.64,8666.09,8602.87,8659.71,216.17260086
2020-01-15 07:00:00,8602.54,8665.71,8659.72,8607.92,213.34259088
2020-01-15 08:00:00,8592.0,8655.22,8605.37,8621.61,204.69468354
2020-01-15 09:00:00,8621.6,8755.33,8621.6,8733.28,407.28039855
2020-01-15 10:00:00,8703.54,8797.63,8733.28,8784.94,391.94916104
2020-01-15 11:00:00,8709.15,8792.15,8784.93,8714.07,273.5497052
2020-01-15 12:00:00,8706.39,8779.9,8717.09,8753.53,181.21995376
2020-01-15 13:00:00,8753.53,8899.0,8753.54,8884.64,772.2271585
2020-01-15 14:00:00,8734.2,8889.67,8880.05,8844.12,856.19343818
2020-01-15 15:00:00,8726.46,8850.87,8845.98,8745.03,1065.10065381
2020-01-15 16:00:00,8658.0,8804.0,8745.41,8766.8,843.22371934
2020-01-15 17:00:00,8718.0,8788.0,8766.8,8783.08,510.88015912
2020-01-15 18:00:00,8706.42,8783.1,8783.08,8737.0,424.16649597
2020-01-15 19:00:00,8730.43,8765.97,8737.0,8750.88,268.8262272
2020-01-15 20:00:00,8727.88,8827.25,8750.91,8808.89,872.20830141
2020-01-15 21:00:00,8780.67,8842.92,8808.88,8825.78,466.4461354
